code,type,origin,destination,place
953705,,گناوه,سیاه مکان,
953709,,گناوه,برازجان,
953752,,دیلم,گناوه,
953754,,وحدتیه,سعدآباد,
953755,,سیاه مکان,گناوه,
953759,,برازجان,گناوه,
953801,,دیلم,هندیجان,
953802,,دیلم,بهبهان,
953851,,هندیجان,دیلم,
953852,,بهبهان,دیلم,
973101,جاده قدیم,گرگان,کردکوی,
973102,,گرگان,کردکوی,
973103,,آق قلا,اینچه برون,
973105,,گرگان,علی آباد,
973106,,گرگان,آق قلا,
973107,,گرگان,شاهرود,توسکستان
973151,جاده قدیم,کردکوی,گرگان,
973152,,کردکوی,گرگان,
973153,,اینچه برون,آق قلا,
973155,,علی آباد,گرگان,
973156,,آق قلا,گرگان,
973157,,شاهرود,گرگان,توسکستان
973201,,بندرترکمن,آق قلا,
973202,,بندر ترکمن,سه راهی یساقی,
973204,,بندر ترکمن,کردکوی,
973205,,بندر ترکمن,گمیشان,
973251,,آق قلا,بندرترکمن,
973252,,سه راهی یساقی,بندر ترکمن,
973254,,کردکوی,بندر ترکمن,
973255,,گمیشان,بندر ترکمن,
973301,,علی آباد,آزادشهر,
973308,,گرگان,علی آباد,متناظر توزین
973351,,آزادشهر,علی آباد,
973358,,علی آباد,گرگان,
973401,,کردکوی,گلوگاه,
973451,,گلوگاه,کردکوی,
973501,,آزادشهر,شاهرود,آزادشهر - خوش ییلاق
973502,,گنبد,اینچه برون,
973503,,گنبد,مینودشت,
973505,,اینچه برون,مرز پل,
973506,,گنبد,سه راهی کلاله,
973551,,شاهرود,آزادشهر,خوش ییلاق - آزادشهر
973552,,اینچه برون,گنبد,
973553,,مینودشت,گنبد,
973555,,مرزپل,اینچه برون,
973556,,سه راهی کلاله,گنبد,
973601,,مینودشت,گالیکش,
973651,,گالیکش,مینودشت,
973802,,آق قلا,گنبد,
973852,,گنبد,آق قلا,
973901,,آزادشهر,مینودشت,
973902,,آزادشهر,گنبد,
973903,,آزادشهر,شاهرود,خوش ییلاق
973904,,تنگراه,جنگل گلستان,
973951,,مینودشت,آزادشهر,
973952,,گنبد,آزادشهر,
973953,,شاهرود,آزادشهر,خوش ییلاق
973954,,جنگل گلستان,تنگراه,
974201,,سه‌راهی کلاله,تنگراه,
974202,,کلاله,مراوه تپه,
974203,,کلاله,سه راهی کلاله,
974251,,تنگراه,سه‌راهی کلاله,
974252,,مراوه تپه,کلاله,
974253,,سه راهی کلاله,کلاله,
